left_input,right_input,left_distance,right_distance,time
100.0,100.0,0.11055479198694229,0.11910597234964371,0.951995849609375
100.0,100.0,0.11421959102153778,0.12338156998157501,1.20941162109375
100.0,100.0,0.14903521537780762,0.1606404334306717,1.23101806640625
100.0,100.0,0.1520892083644867,0.1649160385131836,1.71832275390625
100.0,100.0,0.2186664640903473,0.2369905561208725,1.741546630859375
100.0,100.0,0.22233127057552338,0.3067510724067688,2.228851318359375
100.0,100.0,0.2889083921909332,0.3121188282966614,2.252044677734375
100.0,100.0,0.2919623851776123,0.3493775427341461,2.507293701171875
100.0,100.0,0.32555630803108215,0.353042334318161,2.530487060546875
100.0,100.0,0.38976797461509705,0.42511656880378723,3.017791748046875
100.0,100.0,0.5100175738334656,0.5552167296409607,3.968597412109375
100.0,100.0,0.5136823654174805,0.5594923496246338,3.99237060546875
100.0,100.0,0.4868071377277374,0.5301739573478699,3.783538818359375
100.0,100.0,0.4898611307144165,0.5338387489318848,3.806732177734375
100.0,100.0,0.4935259222984314,0.5375035405158997,3.8299560546875
100.0,100.0,0.4965799152851105,0.5411683320999146,3.8531494140625
100.0,100.0,0.5002447366714478,0.5448331236839294,3.8763427734375
100.0,100.0,0.5032987594604492,0.5478871464729309,3.899566650390625
100.0,100.0,0.5063527822494507,0.5515519380569458,3.922760009765625
100.0,100.0,0.5100175738334656,0.5552167296409607,3.945953369140625
