left_distance,right_distance,time
0.1777428388595581,-39.851654052734375,0.949493408203125
0.18324004113674164,-39.84615707397461,1.20428466796875
0.2394336611032486,-39.79057693481445,1.227783203125
0.24554166197776794,-39.78507995605469,1.71380615234375
0.351209819316864,-39.67880630493164,1.7369384765625
0.35670700669288635,-39.673309326171875,2.222930908203125
0.4617643654346466,-39.56886672973633,2.24609375
0.46665075421333313,-39.46320343017578,2.7320556640625
0.5723192691802979,-39.457706451416016,2.755218505859375
0.6285977363586426,-39.40273666381836,3.009765625
0.8294666409492493,-39.2024040222168,3.9580078125
0.834963858127594,-39.19629669189453,3.981719970703125
0.7903753519058228,-39.240882873535156,3.773651123046875
0.7958725690841675,-39.23538589477539,3.796600341796875
0.8019805550575256,-39.229888916015625,3.81976318359375
0.8074777722358704,-39.22439193725586,3.8428955078125
0.8129749894142151,-39.218894958496094,3.86602783203125
0.8184722065925598,-39.21339797973633,3.88916015625
0.8239694237709045,-39.20790100097656,3.912322998046875
0.8294666409492493,-39.2024040222168,3.935455322265625
