left_input,right_input,left_distance,right_distance,time
120.0,120.0,0.131321981549263,0.139262393116951,0.951873779296875
120.0,120.0,0.1355975866317749,0.1435379981994629,1.20916748046875
120.0,120.0,0.1771320402622223,0.18812644481658936,1.23089599609375
120.0,120.0,0.1814076453447342,0.19240204989910126,1.718109130859375
120.0,120.0,0.2602009177207947,0.2760816514492035,1.741302490234375
120.0,120.0,0.2644765079021454,0.3604353666305542,2.228546142578125
120.0,120.0,0.34143713116645813,0.3640366494655609,2.251739501953125
120.0,120.0,0.345101922750473,0.4061817526817322,2.506927490234375
120.0,120.0,0.38602542877197266,0.4104573428630829,2.5301513671875
120.0,120.0,0.46451976895332336,0.49230435490608215,3.017333984375
120.0,120.0,0.7592247724533081,0.807478129863739,4.89605712890625
120.0,120.0,0.7635003924369812,0.8117537498474121,4.919830322265625
120.0,120.0,0.7677760124206543,0.8160293698310852,4.943023681640625
120.0,120.0,0.7720516324043274,0.8209157586097717,4.966217041015625
120.0,120.0,0.7763272523880005,0.8251913785934448,4.989410400390625
120.0,120.0,0.7427331209182739,0.7903756499290466,4.780609130859375
120.0,120.0,0.747008740901947,0.7946512699127197,4.8038330078125
120.0,120.0,0.7512843608856201,0.7989268898963928,4.8270263671875
120.0,120.0,0.754949152469635,0.8032025098800659,4.8502197265625
120.0,120.0,0.7592247724533081,0.807478129863739,4.8734130859375
