left_distance,right_distance,time
0.11421957612037659,0.11666277796030045,0.949462890625
0.11788437515497208,0.11971677839756012,1.20416259765625
0.15392161905765533,0.15575401484966278,1.227752685546875
0.15758642554283142,0.15880800783634186,1.713714599609375
0.22599612176418304,0.2284393310546875,1.736846923828125
0.22966092824935913,0.2981926500797272,2.22283935546875
0.29807043075561523,0.3017352521419525,2.2459716796875
0.3017352223396301,0.3371615707874298,2.50054931640625
0.33838313817977905,0.3408263623714447,2.523681640625
0.40589025616645813,0.4086250066757202,3.0096435546875
0.5344495177268982,0.5399467349052429,3.957855224609375
0.5381143093109131,0.5430007576942444,4.463134765625
0.6059130430221558,0.6114103198051453,4.467529296875
0.6089670658111572,0.6144643425941467,4.9534912109375
0.6761550307273865,0.6822630763053894,4.97662353515625
0.6798198223114014,0.6859278678894043,4.999786376953125
0.6511122584342957,0.657831072807312,4.79150390625
0.6547770500183105,0.6614958643913269,4.81463623046875
0.6584418416023254,0.6651606559753418,4.837799072265625
0.6621066331863403,0.6682146787643433,4.860931396484375
