left_distance,right_distance,time
0.11360878497362137,0.1111655905842781,0.949462890625
0.11727358400821686,0.1148303896188736,1.20428466796875
0.1527000069618225,0.15086764097213745,1.227752685546875
0.1563648134469986,0.15453244745731354,1.7137451171875
0.22538532316684723,0.22233133018016815,1.73687744140625
0.2284393161535263,0.29061439633369446,2.222869873046875
0.2968488335609436,0.2925732433795929,2.246002197265625
0.2999028265476227,0.3279995620250702,2.500579833984375
0.3359399437904358,0.3316643536090851,2.52374267578125
0.40540018677711487,0.4006845951080322,3.00970458984375
0.5649895668029785,0.5631570816040039,4.189453125
0.5686543583869934,0.5668218731880188,4.681915283203125
0.6364530920982361,0.634009838104248,4.69915771484375
0.640117883682251,0.6370638608932495,4.953704833984375
0.675544261932373,0.673101007938385,4.976837158203125
0.6792090535163879,0.6767657995223999,5.0
0.6511122584342957,0.6480582356452942,4.791717529296875
0.6547770500183105,0.6517230272293091,4.814849853515625
0.6584418416023254,0.6547770500183105,4.837982177734375
0.6614958643913269,0.6584418416023254,4.861114501953125
