left_input,right_input,left_distance,right_distance,time
160.0,160.0,0.1771320253610611,0.17591042816638947,0.951873779296875
160.0,160.0,0.18262922763824463,0.181407630443573,1.4434814453125
160.0,160.0,0.2919623553752899,0.28890836238861084,1.462890625
160.0,160.0,0.29745954275131226,0.2944055497646332,1.950103759765625
160.0,160.0,0.4055708944797516,0.4025169014930725,1.973297119140625
160.0,160.0,0.4110680818557739,0.6597781777381897,3.15655517578125
160.0,160.0,0.670047402381897,0.6633286476135254,3.179779052734375
160.0,160.0,0.6761553883552551,1.0200365781784058,4.82708740234375
160.0,160.0,1.0383604764938354,1.0255337953567505,4.850311279296875
160.0,160.0,1.0438576936721802,1.0310310125350952,4.87347412109375
