left_input,right_input,left_distance,right_distance,time
80.0,80.0,0.07635001838207245,0.090398408472538,0.951904296875
80.0,80.0,0.07879322022199631,0.09345240890979767,1.44354248046875
80.0,80.0,0.12948963046073914,0.1508675515651703,1.462921142578125
80.0,80.0,0.1319328248500824,0.15392154455184937,1.95013427734375
80.0,80.0,0.18140751123428345,0.21255823969841003,1.97332763671875
80.0,80.0,0.1838507056236267,0.2710682153701782,2.4605712890625
80.0,80.0,0.23332539200782776,0.27302733063697815,2.483795166015625
80.0,80.0,0.23637938499450684,0.32922080159187317,2.97119140625
80.0,80.0,0.2870756685733795,0.33227479457855225,2.99420166015625
80.0,80.0,0.3363938629627228,0.3909114599227905,3.481414794921875
80.0,80.0,0.4287809431552887,0.4978012144565582,4.432098388671875
80.0,80.0,0.43122413754463196,0.5008552074432373,4.92462158203125
80.0,80.0,0.480698823928833,0.5558274984359741,4.943084716796875
80.0,80.0,0.48314201831817627,0.5588815212249756,4.966278076171875
80.0,80.0,0.48558521270751953,0.561935544013977,4.989501953125
80.0,80.0,0.4648180603981018,0.5387250185012817,4.78070068359375
80.0,80.0,0.46726125478744507,0.5417790412902832,4.80389404296875
80.0,80.0,0.47031524777412415,0.5442222356796265,4.82708740234375
80.0,80.0,0.4727584421634674,0.5472762584686279,4.85028076171875
80.0,80.0,0.47520163655281067,0.5503302812576294,4.873504638671875
