left_input,right_input,left_distance,right_distance,time
120.0,120.0,0.2626439929008484,0.2602007985115051,1.180938720703125
120.0,120.0,0.26875197887420654,0.2669196128845215,1.665618896484375
120.0,120.0,0.3927444815635681,0.38969045877456665,1.690673828125
120.0,120.0,0.3994632959365845,0.396409273147583,2.176727294921875
120.0,120.0,0.5240666270256042,0.51856929063797,2.199859619140625
120.0,120.0,0.5307854413986206,0.6424756050109863,2.685882568359375
120.0,120.0,0.6559996008872986,0.6492806077003479,2.70904541015625
120.0,120.0,0.6621075868606567,0.7134146094322205,2.963592529296875
120.0,120.0,0.7280740737915039,0.7201334238052368,2.98675537109375
120.0,120.0,0.8480741381645203,0.8429042100906372,3.472747802734375
120.0,120.0,1.086613655090332,1.0731757879257202,4.42108154296875
120.0,120.0,1.092721700668335,1.0792838335037231,4.91357421875
120.0,120.0,1.2154923677444458,1.2026654481887817,4.93084716796875
120.0,120.0,1.2222111225128174,1.2087734937667847,4.9539794921875
120.0,120.0,1.2283191680908203,1.2148815393447876,4.97711181640625
120.0,120.0,1.1770119667053223,1.1647957563400269,4.768951416015625
120.0,120.0,1.1837307214736938,1.1709038019180298,4.791961669921875
120.0,120.0,1.1898387670516968,1.1776225566864014,4.81512451171875
120.0,120.0,1.1965575218200684,1.1837306022644043,4.8382568359375
120.0,120.0,1.2026655673980713,1.1898386478424072,4.861419677734375
