left_input,right_input,left_distance,right_distance,time
60.0,60.0,0.08917681872844696,0.08551201969385147,0.94952392578125
60.0,60.0,0.09223081916570663,0.08795522153377533,1.20428466796875
60.0,60.0,0.12093842774629593,0.11605203151702881,1.22784423828125
60.0,60.0,0.12338162958621979,0.11910603195428848,1.9453125
60.0,60.0,0.2027854472398758,0.19789907336235046,1.96844482421875
60.0,60.0,0.20583944022655487,0.25029391050338745,2.4544677734375
60.0,60.0,0.2595897316932678,0.2540925443172455,2.47760009765625
60.0,60.0,0.2626437246799469,0.2828000783920288,2.732177734375
60.0,60.0,0.2907404601573944,0.2858540713787079,2.75531005859375
60.0,60.0,0.3445757031440735,0.33899354934692383,3.2413330078125
60.0,60.0,0.44649410247802734,0.43855372071266174,4.189666748046875
60.0,60.0,0.4495480954647064,0.440996915102005,4.68212890625
60.0,60.0,0.5026875734329224,0.49047160148620605,4.69940185546875
60.0,60.0,0.5057415962219238,0.4929147958755493,4.9539794921875
60.0,60.0,0.5344493389129639,0.5197900533676147,4.97711181640625
60.0,60.0,0.5112388134002686,0.49841198325157166,4.768829345703125
60.0,60.0,0.51429283618927,0.5008552074432373,4.791961669921875
60.0,60.0,0.5167360305786133,0.5039092302322388,4.815093994140625
60.0,60.0,0.5197900533676147,0.506352424621582,4.8382568359375
60.0,60.0,0.5228440761566162,0.5087956190109253,4.86138916015625
