left_distance,right_distance,time
0.11544118076562881,0.11177638918161392,0.949462890625
0.1191059798002243,0.11544118821620941,1.20416259765625
0.15514323115348816,0.15086762607097626,1.227752685546875
0.15819722414016724,0.15453243255615234,1.7137451171875
0.22538529336452484,0.22233131527900696,1.736907958984375
0.22905009984970093,0.3191797435283661,2.454315185546875
0.3286103308200836,0.3237239718437195,2.477447509765625
0.3322751224040985,0.391522616147995,2.96343994140625
0.3994629681110382,0.3951874077320099,2.986602783203125
0.4675808846950531,0.46176445484161377,3.47259521484375
0.5313954949378967,0.5240659713745117,3.9580078125
0.5344495177268982,0.5271199941635132,3.981719970703125
0.5063527226448059,0.4996339678764343,3.7734375
0.5100175142288208,0.5026879906654358,3.796600341796875
0.5136823058128357,0.5063527822494507,3.819732666015625
0.5173470973968506,0.5100175738334656,3.842864990234375
0.520401120185852,0.5136823654174805,3.865997314453125
0.5240659117698669,0.5167363882064819,3.88916015625
0.5277307033538818,0.5204011797904968,3.91229248046875
0.5313954949378967,0.5240659713745117,3.9354248046875
