left_input,right_input,left_distance,right_distance,time
140.0,140.0,0.15819725394248962,0.16308364272117615,0.951904296875
140.0,140.0,0.16308365762233734,0.16797004640102386,1.20916748046875
140.0,140.0,0.21316929161548615,0.2192772775888443,1.23089599609375
140.0,140.0,0.21805569529533386,0.22477447986602783,1.718109130859375
140.0,140.0,0.3127295672893524,0.32128071784973145,1.741302490234375
140.0,140.0,0.31761595606803894,0.4185747802257538,2.228515625
140.0,140.0,0.4116789400577545,0.42450568079948425,2.251708984375
140.0,140.0,0.41717612743377686,0.5191794633865356,2.73895263671875
140.0,140.0,0.5100175142288208,0.5246766805648804,2.76214599609375
140.0,140.0,0.6047476530075073,0.6205722093582153,3.2493896484375
140.0,140.0,0.9155880212783813,0.9369663000106812,4.896148681640625
140.0,140.0,0.9210852384567261,0.9424635171890259,4.919921875
140.0,140.0,0.9259716272354126,0.9473499059677124,4.943115234375
140.0,140.0,0.9308580160140991,0.9528471231460571,4.96630859375
140.0,140.0,0.9357444047927856,0.9577335119247437,4.989532470703125
140.0,140.0,0.895431637763977,0.9168099164962769,4.78070068359375
140.0,140.0,0.9009288549423218,0.9216963052749634,4.80389404296875
140.0,140.0,0.9058152437210083,0.9265826940536499,4.827117919921875
140.0,140.0,0.9107016324996948,0.9320799112319946,4.850311279296875
140.0,140.0,0.9155880212783813,0.9369663000106812,4.873504638671875
