left_input,right_input,left_distance,right_distance,time
80.0,80.0,0.08612282574176788,0.10139280557632446,0.951873779296875
80.0,80.0,0.08917682617902756,0.10444680601358414,1.20904541015625
80.0,80.0,0.11727363616228104,0.1362084001302719,1.230865478515625
80.0,80.0,0.1197168380022049,0.139262393116951,1.71807861328125
80.0,80.0,0.17285633087158203,0.19912070035934448,1.74127197265625
80.0,80.0,0.1752995252609253,0.25908663868904114,2.228485107421875
80.0,80.0,0.22599580883979797,0.26203301548957825,2.251708984375
80.0,80.0,0.22904980182647705,0.292572945356369,2.50689697265625
80.0,80.0,0.2553141415119171,0.2956269383430481,2.530120849609375
80.0,80.0,0.3071962594985962,0.3542636036872864,3.017333984375
80.0,80.0,0.42328375577926636,0.48741769790649414,4.20001220703125
80.0,80.0,0.4257269501686096,0.4904716908931732,4.692535400390625
80.0,80.0,0.47520163655281067,0.5472763776779175,4.711029052734375
80.0,80.0,0.47764483094215393,0.550330400466919,4.966217041015625
80.0,80.0,0.503909170627594,0.5808706283569336,4.989410400390625
80.0,80.0,0.48314201831817627,0.5564384460449219,4.780609130859375
80.0,80.0,0.48558521270751953,0.5594924688339233,4.803802490234375
80.0,80.0,0.4886392056941986,0.5625464916229248,4.826995849609375
80.0,80.0,0.49108240008354187,0.5656005144119263,4.8502197265625
80.0,80.0,0.49352559447288513,0.5686545372009277,4.8734130859375
