left_input,right_input,left_distance,right_distance,time
100.0,100.0,0.10811159014701843,0.11910597234964371,0.95196533203125
100.0,100.0,0.11177638918161392,0.1227707713842392,1.4439697265625
100.0,100.0,0.17896443605422974,0.19240207970142365,1.4630126953125
100.0,100.0,0.1820184290409088,0.19606688618659973,1.950286865234375
100.0,100.0,0.2479848712682724,0.26814132928848267,1.9735107421875
100.0,100.0,0.2516496777534485,0.33821237087249756,2.460784912109375
100.0,100.0,0.3163943290710449,0.34204795956611633,2.483978271484375
100.0,100.0,0.319448322057724,0.37869587540626526,2.739227294921875
100.0,100.0,0.3542638421058655,0.38236066699028015,2.762420654296875
100.0,100.0,0.45167863368988037,0.4874180257320404,3.481719970703125
100.0,100.0,0.5112391710281372,0.5533843040466309,3.96844482421875
100.0,100.0,0.5142931938171387,0.5570490956306458,3.992218017578125
100.0,100.0,0.48802873492240906,0.5277307629585266,3.78338623046875
100.0,100.0,0.49108272790908813,0.5313955545425415,3.80657958984375
100.0,100.0,0.494747519493103,0.5350603461265564,3.829803466796875
100.0,100.0,0.4978015124797821,0.5387251377105713,3.852996826171875
100.0,100.0,0.5014663338661194,0.5423899292945862,3.876190185546875
100.0,100.0,0.5045203566551208,0.5460547208786011,3.8994140625
100.0,100.0,0.5081851482391357,0.549719512462616,3.922607421875
100.0,100.0,0.5112391710281372,0.5533843040466309,3.94580078125
