left_distance,right_distance,time
0.11238718777894974,0.11177638918161392,0.949432373046875
0.11605198681354523,0.1148303896188736,1.20416259765625
0.1527000367641449,0.15086762607097626,1.22772216796875
0.15636484324932098,0.15453243255615234,1.713714599609375
0.2247745394706726,0.22049887478351593,1.736846923828125
0.2284393459558487,0.28817111253738403,2.222808837890625
0.29501646757125854,0.29074081778526306,2.2459716796875
0.2980704605579376,0.327388733625412,2.500518798828125
0.3334967792034149,0.3310535252094269,2.523651123046875
0.4016146957874298,0.39701977372169495,3.009613037109375
0.528952419757843,0.5246766805648804,3.95782470703125
0.5326172113418579,0.5283414721488953,4.68182373046875
0.6315667629241943,0.6260694861412048,4.698883056640625
0.6346207857131958,0.6291235089302063,4.95343017578125
0.6700471639633179,0.6645498871803284,4.9765625
0.6737119555473328,0.6676039099693298,4.999725341796875
0.6456151604652405,0.640117883682251,4.79144287109375
0.6486691832542419,0.6431719064712524,4.8145751953125
0.6523339748382568,0.6468366980552673,4.837738037109375
0.6559987664222717,0.6505014896392822,4.860870361328125
