left_input,right_input,left_distance,right_distance,time
80.0,80.0,0.11299803107976913,0.12948960065841675,1.18389892578125
80.0,80.0,0.11605203151702881,0.13315440714359283,1.668609619140625
80.0,80.0,0.16919153928756714,0.19240190088748932,1.694915771484375
80.0,80.0,0.1716347336769104,0.1954558938741684,2.18212890625
80.0,80.0,0.22477421164512634,0.2559250295162201,2.205322265625
80.0,80.0,0.22782820463180542,0.28632277250289917,2.4605712890625
80.0,80.0,0.2553141415119171,0.28951895236968994,2.4837646484375
80.0,80.0,0.2577573359012604,0.3481556177139282,2.970977783203125
80.0,80.0,0.3108968138694763,0.3512096107006073,2.994171142578125
80.0,80.0,0.3875587582588196,0.4385538101196289,3.713409423828125
80.0,80.0,0.5100171566009521,0.5753733515739441,4.896087646484375
80.0,80.0,0.5124603509902954,0.5784273743629456,4.919830322265625
80.0,80.0,0.5149035453796387,0.581481397151947,4.943023681640625
80.0,80.0,0.5173467397689819,0.5845354199409485,4.96624755859375
80.0,80.0,0.5204007625579834,0.58758944272995,4.98944091796875
80.0,80.0,0.4996335804462433,0.5631572604179382,4.7806396484375
80.0,80.0,0.5026875734329224,0.5662112832069397,4.8038330078125
80.0,80.0,0.5051307678222656,0.5692653059959412,4.8270263671875
80.0,80.0,0.5075739622116089,0.5723193287849426,4.8502197265625
80.0,80.0,0.5100171566009521,0.5753733515739441,4.873443603515625
