left_distance,right_distance,time
0.14048399031162262,0.1398731917142868,0.949493408203125
0.14475959539413452,0.1441487967967987,1.2042236328125
0.189348042011261,0.18873724341392517,1.227752685546875
0.1936236470937729,0.1936236470937729,1.7137451171875
0.2766924500465393,0.2773032486438751,1.73687744140625
0.28096804022789,0.35775071382522583,2.222869873046875
0.36586904525756836,0.3628150522708893,2.246002197265625
0.37014463543891907,0.40557095408439636,2.50054931640625
0.41351133584976196,0.4104573428630829,2.523681640625
0.49591192603111267,0.49230435490608215,3.00970458984375
0.6865395307540894,0.6847072243690491,4.189361572265625
0.6908151507377625,0.6889828443527222,4.931854248046875
0.8105325102806091,0.8093109130859375,4.930511474609375
0.8148081302642822,0.814197301864624,4.953643798828125
0.8190837502479553,0.8184729218482971,4.976776123046875
0.8233593702316284,0.8227485418319702,4.99993896484375
0.7891544103622437,0.7873220443725586,4.791656494140625
0.7934300303459167,0.7915976643562317,4.814788818359375
0.7977056503295898,0.7958732843399048,4.83795166015625
0.8019812703132629,0.8007596731185913,4.861083984375
