left_input,right_input,left_distance,right_distance,time
180.0,180.0,0.20645040273666382,0.20400719344615936,0.951873779296875
180.0,180.0,0.21255840361118317,0.21072599291801453,1.4434814453125
180.0,180.0,0.3396049439907074,0.3353292644023895,1.462860107421875
180.0,180.0,0.34632375836372375,0.3420480787754059,2.414093017578125
180.0,180.0,0.590033233165741,0.5808709263801575,2.437286376953125
180.0,180.0,0.5967520475387573,0.7002601623535156,2.924530029296875
180.0,180.0,0.7207445502281189,0.7091389298439026,2.947723388671875
180.0,180.0,0.7274633646011353,0.8887141346931458,3.666961669921875
180.0,180.0,0.9100927114486694,0.8948221206665039,3.690155029296875
180.0,180.0,1.0367480516433716,1.0175929069519043,4.1773681640625
180.0,180.0,1.209995150566101,1.1910600662231445,4.89605712890625
180.0,180.0,1.2167139053344727,1.1971681118011475,4.919830322265625
180.0,180.0,1.2234326601028442,1.203886866569519,4.943023681640625
180.0,180.0,1.2295407056808472,1.2106056213378906,4.966217041015625
180.0,180.0,1.2362594604492188,1.2167136669158936,4.98944091796875
180.0,180.0,1.1837308406829834,1.1647957563400269,4.780609130859375
180.0,180.0,1.190449595451355,1.1715145111083984,4.8038330078125
180.0,180.0,1.1971683502197266,1.1776225566864014,4.8270263671875
180.0,180.0,1.2032763957977295,1.184341311454773,4.8502197265625
180.0,180.0,1.209995150566101,1.1910600662231445,4.8734130859375
