left_input,right_input,left_distance,right_distance,time
120.0,120.0,0.20706120133399963,0.20461800694465637,0.94952392578125
120.0,120.0,0.2137800008058548,0.21072600781917572,1.20428466796875
120.0,120.0,0.2809680700302124,0.2766924500465393,1.227813720703125
120.0,120.0,0.28768688440322876,0.28341126441955566,1.71380615234375
120.0,120.0,0.41412270069122314,0.40801459550857544,1.736968994140625
120.0,120.0,0.4202306866645813,0.5325918197631836,2.222991943359375
120.0,120.0,0.5466664433479309,0.539947509765625,2.24615478515625
120.0,120.0,0.5527744293212891,0.6040815114974976,2.500732421875
120.0,120.0,0.6187409162521362,0.6108003258705139,2.52386474609375
120.0,120.0,0.7426472306251526,0.7341820001602173,3.0098876953125
120.0,120.0,0.9839999079704285,0.9681185483932495,3.958251953125
120.0,120.0,0.9901078939437866,0.9748373627662659,4.46392822265625
120.0,120.0,1.1165430545806885,1.097607970237732,4.468017578125
120.0,120.0,1.12326180934906,1.1043267250061035,4.95404052734375
120.0,120.0,1.2503074407577515,1.2283188104629517,4.977203369140625
120.0,120.0,1.1965574026107788,1.176400899887085,4.768890380859375
120.0,120.0,1.2032761573791504,1.182508945465088,4.79205322265625
120.0,120.0,1.209994912147522,1.1892277002334595,4.815216064453125
120.0,120.0,1.2167136669158936,1.195946455001831,4.83831787109375
120.0,120.0,1.2234324216842651,1.2026652097702026,4.861480712890625
