left_input,right_input,left_distance,right_distance,time
100.0,100.0,0.10872238874435425,0.1191059798002243,0.9520263671875
100.0,100.0,0.11238718777894974,0.1227707788348198,2.1375732421875
100.0,100.0,0.2724168300628662,0.29562726616859436,2.159271240234375
100.0,100.0,0.2754708230495453,0.29990285634994507,2.414520263671875
100.0,100.0,0.30967554450035095,0.336550772190094,2.437744140625
100.0,100.0,0.31334033608436584,0.4398249387741089,3.157073974609375
100.0,100.0,0.4098465144634247,0.44527292251586914,3.180267333984375
100.0,100.0,0.4135113060474396,0.5161255598068237,3.667572021484375
100.0,100.0,0.4788667559623718,0.5197903513908386,3.690765380859375
100.0,100.0,0.5119380950927734,0.557659924030304,3.946014404296875
