left_input,right_input,left_distance,right_distance,time
180.0,180.0,0.2015639990568161,0.19973160326480865,0.95184326171875
180.0,180.0,0.20767199993133545,0.205839604139328,1.20904541015625
180.0,180.0,0.2724168002605438,0.2681411802768707,1.230804443359375
180.0,180.0,0.2791356146335602,0.2748599946498871,1.718017578125
180.0,180.0,0.40373894572257996,0.39763084053993225,1.7412109375
180.0,180.0,0.4098469316959381,0.5743243098258972,2.460418701171875
180.0,180.0,0.5918654203414917,0.5839248299598694,2.483612060546875
180.0,180.0,0.5985842347145081,0.7048631906509399,2.9708251953125
180.0,180.0,0.7213550806045532,0.7115820050239563,2.9940185546875
180.0,180.0,1.1905227899551392,1.1776225566864014,4.873321533203125
